"filename", "language", "SCSS", "TypeScript", "HTML", "XML", "comment", "blank", "total"
"d:\JS\light-store\src\app\modules\shared\components\pagination-control\pagination-control.component.scss", "SCSS", 40, 0, 0, 0, 0, 4, 44
"d:\JS\light-store\src\app\modules\shared\components\pagination-control\pagination-control.component.ts", "TypeScript", 0, 51, 0, 0, 0, 12, 63
"d:\JS\light-store\src\app\modules\shared\components\products-category-card\products-category-card.component.html", "HTML", 0, 0, 6, 0, 0, 1, 7
"d:\JS\light-store\src\app\modules\shared\components\products-category-card\products-category-card.component.scss", "SCSS", 17, 0, 0, 0, 0, 4, 21
"d:\JS\light-store\src\app\modules\shared\components\products-category-card\products-category-card.component.ts", "TypeScript", 0, 14, 0, 0, 0, 3, 17
"d:\JS\light-store\src\app\modules\shared\components\products-category-selector\products-category-selector.component.html", "HTML", 0, 0, 14, 0, 0, 1, 15
"d:\JS\light-store\src\app\modules\shared\components\products-category-selector\products-category-selector.component.scss", "SCSS", 24, 0, 0, 0, 0, 3, 27
"d:\JS\light-store\src\app\modules\shared\components\products-category-selector\products-category-selector.component.ts", "TypeScript", 0, 86, 0, 0, 0, 21, 107
"d:\JS\light-store\src\app\modules\shared\components\search\search.component.html", "HTML", 0, 0, 13, 0, 0, 1, 14
"d:\JS\light-store\src\app\modules\shared\components\search\search.component.scss", "SCSS", 43, 0, 0, 0, 0, 5, 48
"d:\JS\light-store\src\app\modules\shared\components\search\search.component.ts", "TypeScript", 0, 35, 0, 0, 0, 6, 41
"d:\JS\light-store\src\app\modules\shared\components\sidenav\sidenav.component.html", "HTML", 0, 0, 7, 0, 0, 1, 8
"d:\JS\light-store\src\app\modules\shared\components\sidenav\sidenav.component.scss", "SCSS", 18, 0, 0, 0, 0, 5, 23
"d:\JS\light-store\src\app\modules\shared\components\sidenav\sidenav.component.ts", "TypeScript", 0, 9, 0, 0, 0, 2, 11
"d:\JS\light-store\src\app\modules\shared\directives\only-number.directive.ts", "TypeScript", 0, 93, 0, 0, 1, 28, 122
"d:\JS\light-store\src\app\modules\shared\directives\phone-mask.directive.ts", "TypeScript", 0, 47, 0, 0, 0, 9, 56
"d:\JS\light-store\src\app\modules\shared\guards\guest.guard.ts", "TypeScript", 0, 19, 0, 0, 0, 5, 24
"d:\JS\light-store\src\app\modules\shared\models\dtos\auth-response-dto.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 7
"d:\JS\light-store\src\app\modules\shared\models\dtos\change-password-dto.ts", "TypeScript", 0, 4, 0, 0, 0, 1, 5
"d:\JS\light-store\src\app\modules\shared\models\dtos\pagination-args.ts", "TypeScript", 0, 4, 0, 0, 0, 1, 5
"d:\JS\light-store\src\app\modules\shared\models\dtos\product-filter-args.ts", "TypeScript", 0, 4, 0, 0, 0, 1, 5
"d:\JS\light-store\src\app\modules\shared\models\dtos\product-items-page-dto.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 7
"d:\JS\light-store\src\app\modules\shared\models\dtos\products-page-dto.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 7
"d:\JS\light-store\src\app\modules\shared\models\notification-type.ts", "TypeScript", 0, 5, 0, 0, 0, 1, 6
"d:\JS\light-store\src\app\modules\shared\models\person.ts", "TypeScript", 0, 5, 0, 0, 0, 1, 6
"d:\JS\light-store\src\app\modules\shared\models\product-details.ts", "TypeScript", 0, 12, 0, 0, 0, 3, 15
"d:\JS\light-store\src\app\modules\shared\models\product-in-warehouse-minified.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 7
"d:\JS\light-store\src\app\modules\shared\models\product-in-warehouse.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 7
"d:\JS\light-store\src\app\modules\shared\models\product-item.ts", "TypeScript", 0, 8, 0, 0, 0, 2, 10
"d:\JS\light-store\src\app\modules\shared\models\product-remains-minified.ts", "TypeScript", 0, 5, 0, 0, 0, 2, 7
"d:\JS\light-store\src\app\modules\shared\models\product.ts", "TypeScript", 0, 4, 0, 0, 0, 2, 6
"d:\JS\light-store\src\app\modules\shared\models\products-category.ts", "TypeScript", 0, 7, 0, 0, 0, 1, 8
"d:\JS\light-store\src\app\modules\shared\models\unit-of-measure.ts", "TypeScript", 0, 5, 0, 0, 0, 1, 6
"d:\JS\light-store\src\app\modules\shared\models\user-role.ts", "TypeScript", 0, 5, 0, 0, 0, 1, 6
"d:\JS\light-store\src\app\modules\shared\models\user.ts", "TypeScript", 0, 6, 0, 0, 0, 2, 8
"d:\JS\light-store\src\app\modules\shared\models\warehouse-minified.ts", "TypeScript", 0, 4, 0, 0, 0, 1, 5
"d:\JS\light-store\src\app\modules\shared\models\warehouse.ts", "TypeScript", 0, 7, 0, 0, 0, 1, 8
"d:\JS\light-store\src\app\modules\shared\pages\auth-page\auth-page.component.html", "HTML", 0, 0, 23, 0, 0, 3, 26
"d:\JS\light-store\src\app\modules\shared\pages\auth-page\auth-page.component.scss", "SCSS", 4, 0, 0, 0, 0, 1, 5
"d:\JS\light-store\src\app\modules\shared\pages\auth-page\auth-page.component.ts", "TypeScript", 0, 65, 0, 0, 0, 9, 74
"d:\JS\light-store\src\app\modules\shared\pages\base-layout\base-layout.component.html", "HTML", 0, 0, 4, 0, 0, 1, 5
"d:\JS\light-store\src\app\modules\shared\pages\base-layout\base-layout.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"d:\JS\light-store\src\app\modules\shared\pages\base-layout\base-layout.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\pages\info\agreement-page\agreement-page.component.html", "HTML", 0, 0, 14, 0, 0, 1, 15
"d:\JS\light-store\src\app\modules\shared\pages\info\agreement-page\agreement-page.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\pages\info\contacts-page\contacts-page.component.html", "HTML", 0, 0, 1, 0, 0, 1, 2
"d:\JS\light-store\src\app\modules\shared\pages\info\contacts-page\contacts-page.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"d:\JS\light-store\src\app\modules\shared\pages\info\contacts-page\contacts-page.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\pages\info\exchange-refund-page\exchange-refund-page.component.html", "HTML", 0, 0, 13, 0, 0, 1, 14
"d:\JS\light-store\src\app\modules\shared\pages\info\exchange-refund-page\exchange-refund-page.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\pages\info\info-styles.scss", "SCSS", 20, 0, 0, 0, 0, 4, 24
"d:\JS\light-store\src\app\modules\shared\pages\info\privacy-policy-page\privacy-policy-page.component.html", "HTML", 0, 0, 159, 0, 1, 1, 161
"d:\JS\light-store\src\app\modules\shared\pages\info\privacy-policy-page\privacy-policy-page.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\pages\info\warranty-page\warranty-page.component.html", "HTML", 0, 0, 19, 0, 0, 1, 20
"d:\JS\light-store\src\app\modules\shared\pages\info\warranty-page\warranty-page.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\pipes\decl-by-num.pipe.ts", "TypeScript", 0, 18, 0, 0, 0, 7, 25
"d:\JS\light-store\src\app\modules\shared\pipes\local-date.pipe.ts", "TypeScript", 0, 11, 0, 0, 0, 3, 14
"d:\JS\light-store\src\app\modules\shared\pipes\person-full-name.pipe.ts", "TypeScript", 0, 12, 0, 0, 0, 3, 15
"d:\JS\light-store\src\app\modules\shared\pipes\phone-number.pipe.ts", "TypeScript", 0, 20, 0, 0, 0, 3, 23
"d:\JS\light-store\src\app\modules\shared\pipes\price.pipe.ts", "TypeScript", 0, 12, 0, 0, 0, 2, 14
"d:\JS\light-store\src\app\modules\shared\pipes\unit-of-measure.pipe.ts", "TypeScript", 0, 15, 0, 0, 0, 2, 17
"d:\JS\light-store\src\app\modules\shared\pipes\user-role.pipe.ts", "TypeScript", 0, 15, 0, 0, 0, 3, 18
"d:\JS\light-store\src\app\modules\shared\services\auth.service.ts", "TypeScript", 0, 87, 0, 0, 0, 12, 99
"d:\JS\light-store\src\app\modules\shared\services\base-http.service.ts", "TypeScript", 0, 22, 0, 0, 0, 5, 27
"d:\JS\light-store\src\app\modules\shared\services\error.service.ts", "TypeScript", 0, 31, 0, 0, 0, 6, 37
"d:\JS\light-store\src\app\modules\shared\services\product-get.service.ts", "TypeScript", 0, 60, 0, 0, 0, 6, 66
"d:\JS\light-store\src\app\modules\shared\services\product-in-warehouse.service.ts", "TypeScript", 0, 31, 0, 0, 0, 5, 36
"d:\JS\light-store\src\app\modules\shared\services\products-category.service.ts", "TypeScript", 0, 37, 0, 0, 0, 6, 43
"d:\JS\light-store\src\app\modules\shared\services\warehouse-get.service.ts", "TypeScript", 0, 24, 0, 0, 0, 4, 28
"d:\JS\light-store\src\app\modules\shared\shared-routing.module.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\modules\shared\shared.module.ts", "TypeScript", 0, 109, 0, 0, 0, 4, 113
"d:\JS\light-store\src\app\modules\shared\utils\math-utils.ts", "TypeScript", 0, 5, 0, 0, 0, 1, 6
"d:\JS\light-store\src\app\modules\shared\utils\parse-utils.ts", "TypeScript", 0, 6, 0, 0, 0, 3, 9
"d:\JS\light-store\src\app\modules\shared\validators\non-whitespace-validator.ts", "TypeScript", 0, 7, 0, 0, 0, 3, 10
"d:\JS\light-store\src\app\modules\shared\validators\non-wihitespace-or-null-validator.ts", "TypeScript", 0, 6, 0, 0, 0, 3, 9
"d:\JS\light-store\src\app\modules\shared\validators\phone-number.ts", "TypeScript", 0, 15, 0, 0, 0, 4, 19
"d:\JS\light-store\src\app\modules\shared\validators\predicate-validator.ts", "TypeScript", 0, 9, 0, 0, 0, 2, 11
"d:\JS\light-store\src\app\pages\notfound-page\notfound-page.component.html", "HTML", 0, 0, 1, 0, 0, 1, 2
"d:\JS\light-store\src\app\pages\notfound-page\notfound-page.component.scss", "SCSS", 0, 0, 0, 0, 0, 1, 1
"d:\JS\light-store\src\app\pages\notfound-page\notfound-page.component.ts", "TypeScript", 0, 8, 0, 0, 0, 3, 11
"d:\JS\light-store\src\app\template-title-strategy.ts", "TypeScript", 0, 15, 0, 0, 0, 3, 18
"d:\JS\light-store\src\assets\img\icons\cart_icon.svg", "XML", 0, 0, 0, 12, 0, 1, 13
"d:\JS\light-store\src\assets\img\icons\checkmark.svg", "XML", 0, 0, 0, 3, 0, 0, 3
"d:\JS\light-store\src\assets\img\icons\cross.svg", "XML", 0, 0, 0, 4, 0, 1, 5
"d:\JS\light-store\src\assets\img\icons\left_arrow.svg", "XML", 0, 0, 0, 43, 1, 1, 45
"d:\JS\light-store\src\assets\img\icons\minus.svg", "XML", 0, 0, 0, 3, 0, 1, 4
"d:\JS\light-store\src\assets\img\icons\plus.svg", "XML", 0, 0, 0, 4, 0, 1, 5
"d:\JS\light-store\src\assets\img\icons\search.svg", "XML", 0, 0, 0, 43, 1, 1, 45
"d:\JS\light-store\src\environments\environment-interface.ts", "TypeScript", 0, 5, 0, 0, 0, 1, 6
"d:\JS\light-store\src\environments\environment.ts", "TypeScript", 0, 7, 0, 0, 0, 3, 10
"d:\JS\light-store\src\index.html", "HTML", 0, 0, 13, 0, 0, 1, 14
"d:\JS\light-store\src\main.ts", "TypeScript", 0, 4, 0, 0, 0, 4, 8
"d:\JS\light-store\src\styles.scss", "SCSS", 421, 0, 0, 0, 0, 39, 460
"Total", "-", 1165, 4030, 1229, 112, 21, 1074, 7631
